ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morpheme_Glosses,Partial_Cognacy,Chinese_Characters
XiAn-Liu-2007-201-96-3,,XiAn,Liu-2007-201-96,uɑ⁴⁴ tʰɑ²⁴ mɑ²¹,uɑ⁴⁴ tʰɑ²⁴ mɑ²¹,w ɑ ⁴⁴ + tʰ ɑ ²⁴ + m ɑ ²¹,!i,Liu2007,,,,,m n t + i n t + i n t,child/娃 _big/大 _mother/媽,33 34 50,娃 大 妈
XiAn-Liu-2007-201-96-4,,XiAn,Liu-2007-201-96,u²¹ ni⁰ ʐẽ²⁴,u²¹ ni⁰ ʐẽ²⁴,u ²¹ + n i ⁰ + ʐ ẽ ²⁴,!i,Liu2007,,,,,n t + i n t + i n t,_house/屋 inside/里 _person/人,36 52 38,屋 裡 人
Chengdu-Liu-2007-201-96-1,,Chengdu,Liu-2007-201-96,lau⁵³⁻⁴⁵ pʰo²¹,lau⁵³⁻⁴⁵ pʰo²¹,l au ⁵³ + pʰ o ²¹,,Liu2007,,,,,i n t + i n t,old/老 woman/婆,27 28,老 婆
Chengdu-Liu-2007-201-96-2,,Chengdu,Liu-2007-201-96,lau⁵³⁻⁴⁵ ȵiər²¹,lau⁵³⁻⁴⁵ ȵiər²¹,l au ⁵³ + ɲ j ə ²¹,!i,Liu2007,,,,,i n t + i m n t,old/老 female/娘,27 31,老 娘
Chengdu-Liu-2007-201-96-3,,Chengdu,Liu-2007-201-96,ȵy⁵³⁻⁴⁵ li⁵⁵,ȵy⁵³⁻⁴⁵ li⁵⁵,ɲ y ⁵³ + l i ⁵⁵,!i,Liu2007,,,,,i n t + i n t,female/女 _:GEN/的,39 40,女 的
Nanjing-Liu-2007-201-96-1,,Nanjing,Liu-2007-201-96,lɔ¹¹ pʰo¹³,lɔ¹¹ pʰo¹³,l ɔ ¹¹ + pʰ o ¹³,,Liu2007,,,,,i n t + i n t,old/老 woman/婆,27 28,老 婆
Jixi-Liu-2007-201-96-1,,Jixi,Liu-2007-201-96,nɤ²¹³⁻³² y³¹⁻²¹,nɤ²¹³⁻³² y³¹⁻²¹,n ɤ ²¹³ + y ³¹,,Liu2007,,,,,i n t + n t,old/老 woman/妪,27 41,老 妪
Jixi-Liu-2007-201-96-2,,Jixi,Liu-2007-201-96,ȵy²¹³ iɑ̃⁴⁴,ȵy²¹³ iɑ̃⁴⁴,ɲ y ²¹³ + j ɑ̃ ⁴⁴,,Liu2007,,,,,i n t + i n t,female/女 _person/人,39 38,女 人
Suzhou-Liu-2007-201-96-1,,Suzhou,Liu-2007-201-96,kɑ⁴⁴ tsʯ⁵²⁻⁴⁴ bu¹³⁻²¹,kɑ⁴⁴ tsʯ⁵²⁻⁴⁴ bu¹³⁻²¹,k ɑ ⁴⁴ + ts ʯ ⁵² + b u ¹³,,Liu2007,,,,,i n t + i n t + i n t,family/家 lord/主 woman/婆,42 43 28,家 主 婆
Wenzhou-Liu-2007-201-96-1,,Wenzhou,Liu-2007-201-96,lə²⁴⁻⁴² y⁴⁴⁻²¹,lə²⁴⁻⁴² y⁴⁴⁻²¹,l ə ²⁴ + y ⁴⁴,multisyllabic word,Liu2007,,,,,i n t + n t,old/老 wife/妪,27 41,老 安
Changsha-Liu-2007-201-96-1,,Changsha,Liu-2007-201-96,tɕʰi³³ tsɿ⁰,tɕʰi³³ tsɿ⁰,tɕʰ i ³³ + ts ɿ ⁰,!b,Liu2007,,,,,i n t + i n t,wife/妻 _-child:SUF/子,26 19,妻 子
Changsha-Liu-2007-201-96-2,,Changsha,Liu-2007-201-96,tan¹³ kʰə⁰,tan¹³ kʰə⁰,t a n ¹³ + kʰ ə ⁰,,Liu2007,,,,,i n c t + i n t,relative:N/堂 guest/客,45 46,堂 客
Changsha-Liu-2007-201-96-3,,Changsha,Liu-2007-201-96,lei¹¹ tan³³ tɕia³³,lei¹¹ tan³³ tɕia³³,l ei ¹¹ + t a n ³³ + tɕ j a ³³,!i,Liu2007,,,,,i n t + i n c t + i m n t,inside/內 act/當 family/家,47 48 42,內 當 家
Changsha-Liu-2007-201-96-4,,Changsha,Liu-2007-201-96,po¹³ po⁰ tsɿ⁰,po¹³ po⁰ tsɿ⁰,p o ¹³ + p o ⁰ + ts ɿ ⁰,!i,Liu2007,,,,,i n t + i n t + i n t,woman/婆 woman/婆 _-child:SUF/子,28 772 19,婆 婆 子
Loudi-Liu-2007-201-96-1,,Loudi,Liu-2007-201-96,tʰɔŋ¹³ ke¹³⁻³³,tʰɔŋ¹³ ke¹³⁻³³,tʰ ɔ ŋ ¹³ + k e ¹³,,Liu2007,,,,,i n c t + i n t,relative:N/堂 guest/客,45 46,堂 客
Nanchang-Liu-2007-201-96-1,,Nanchang,Liu-2007-201-96,tɕʰi⁴² tsɿ⁰,tɕʰi⁴² tsɿ⁰,tɕʰ i ⁴² + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,wife/妻 _-child:SUF/子,26 19,妻 子
Nanchang-Liu-2007-201-96-2,,Nanchang,Liu-2007-201-96,lau²¹³ pʰo⁰,lau²¹³ pʰo⁰,l au ²¹³ + pʰ o ⁰,,Liu2007,,,,,i n t + i n t,old/老 woman/婆,27 28,老 婆
Meixian-Liu-2007-201-96-1,,Meixian,Liu-2007-201-96,lau³¹ pʰo¹¹,lau³¹ pʰo¹¹,l au ³¹ + pʰ o ¹¹,,Liu2007,,,,,i n t + i n t,old/老 woman/婆,27 28,老 婆
Guilin-Liu-2007-201-96-1,,Guilin,Liu-2007-201-96,lɑu²³ puo²²,lɑu²³ puo²²,l ɑu ²³ + p w o ²²,,Liu2007,,,,,i n t + i m n t,old/老 woman/婆,27 28,老 婆
Guangzhou-Liu-2007-201-96-1,,Guangzhou,Liu-2007-201-96,tsʰɐi⁵³ tsi³⁵,tsʰɐi⁵³ tsi³⁵,tsʰ ɐi ⁵³ + ts i ³⁵,!b,Liu2007,,,,,i n t + i n t,wife/妻 _-child:SUF/子,26 19,妻 子
Fuzhou-Liu-2007-201-96-1,,Fuzhou,Liu-2007-201-96,lo³²⁻³⁵ lieu³²,lo³²⁻³⁵ lieu³²,l o ³² + l j eu ³²,!i,Liu2007,,,,,i n t + i m n t,old/老 small/小,27 49,老 小
Fuzhou-Liu-2007-201-96-2,,Fuzhou,Liu-2007-201-96,lau²⁴²⁻⁵³ ma³²,lau²⁴²⁻⁵³ ma³²,l au ²⁴² + m a ³²,,Liu2007,,,,,i n t + i n t,old/老 mother/媽,27 50,老 媽
Fuzhou-Liu-2007-201-96-3,,Fuzhou,Liu-2007-201-96,lau²⁴²⁻⁵⁵ pʰo⁵³,lau²⁴²⁻⁵⁵ pʰo⁵³,l au ²⁴² + pʰ o ⁵³,!i,Liu2007,,,,,i n t + i n t,old/老 woman/婆,27 28,老 婆
Fuzhou-Liu-2007-201-96-4,,Fuzhou,Liu-2007-201-96,tsʰuo²¹²⁻⁵³ lie³²,tsʰuo²¹²⁻⁵³ lie³²,tsʰ w o ²¹² + l j e ³²,!i,Liu2007,,,,,i m n t + i m n t,place:V/厝 inside/里,51 52,厝 里
Xiamen-Liu-2007-201-96-1,,Xiamen,Liu-2007-201-96,bɔ⁵³,bɔ⁵³,b ɔ ⁵³,,Liu2007,,,,,i n t,wife/某,53,某
Beijing-Liu-2007-201-97-1,,Beijing,Liu-2007-201-97,tɕʰyɛn³⁵ pu⁵¹,tɕʰyɛn³⁵ pu⁵¹,tɕʰ ɥ ɛ n ³⁵ + p u ⁵¹,,Liu2007,,,,,i m n c t + i n t,complete/全 part/部,54 55,全 部
Haerbin-Liu-2007-201-97-1,,Haerbin,Liu-2007-201-97,tɕʰyan²⁴ pu⁵³,tɕʰyan²⁴ pu⁵³,tɕʰ ɥ a n ²⁴ + p u ⁵³,copula-compound,Liu2007,,,,,i m n c t + i n t,complete/全 part/部,54 55,全 部
Jinan-Liu-2007-201-97-1,,Jinan,Liu-2007-201-97,tɕʰyæ̃⁵³ pu³¹,tɕʰyæ̃⁵³ pu³¹,tɕʰ ɥ æ̃ ⁵³ + p u ³¹,copula-compound,Liu2007,,,,,i m n t + i n t,complete/全 part/部,54 55,全 部
Rongcheng-Liu-2007-201-97-1,,Rongcheng,Liu-2007-201-97,tsʰiɐn³⁵ pur³³⁴,tsʰiɐn³⁵ pur³³⁴,tsʰ j ɐ n ³⁵ + p u ³³⁴,copula-compound,Liu2007,,,,,i m n c t + i n t,complete/全 part/部,54 55,全 部
Taiyuan-Liu-2007-201-97-1,,Taiyuan,Liu-2007-201-97,tɕʰye²¹ pu⁴⁵,tɕʰye²¹ pu⁴⁵,tɕʰ ɥ e ²¹ + p u ⁴⁵,copula-compound,Liu2007,,,,,i m n t + i n t,complete/全 part/部,54 55,全 部
XiAn-Liu-2007-201-97-1,,XiAn,Liu-2007-201-97,tsʰuæ̃²⁴ pu⁴⁴,tsʰuæ̃²⁴ pu⁴⁴,tsʰ w æ̃ ²⁴ + p u ⁴⁴,copula-compound,Liu2007,,,,,i m n t + i n t,complete/全 part/部,54 55,全 部
Chengdu-Liu-2007-201-97-1,,Chengdu,Liu-2007-201-97,tɕʰyan²¹⁻⁵⁵ pu²¹³⁻²¹,tɕʰyan²¹⁻⁵⁵ pu²¹³⁻²¹,tɕʰ ɥ a n ²¹ + p u ²¹³,copula-compound,Liu2007,,,,,i m n c t + i n t,complete/全 part/部,54 55,全 部
Nanjing-Liu-2007-201-97-1,,Nanjing,Liu-2007-201-97,tɕʰyen¹³ pu⁴⁴,tɕʰyen¹³ pu⁴⁴,tɕʰ ɥ e n ¹³ + p u ⁴⁴,copula-compound,Liu2007,,,,,i m n c t + i n t,complete/全 part/部,54 55,全 部
Jixi-Liu-2007-201-97-1,,Jixi,Liu-2007-201-97,tɕʰyẽ⁴⁴⁻³⁵ pʰu³¹,tɕʰyẽ⁴⁴⁻³⁵ pʰu³¹,tɕʰ ɥ ẽ ⁴⁴ + pʰ u ³¹,copula-compound,Liu2007,,,,,i m n t + i n t,complete/全 part/部,54 55,全 部
Suzhou-Liu-2007-201-97-1,,Suzhou,Liu-2007-201-97,ziɪ¹³ bu²³¹⁻²¹,ziɪ¹³ bu²³¹⁻²¹,z j ɪ ¹³ + b u ²³¹,copula-compound,Liu2007,,,,,i m n t + i n t,complete/全 part/部,54 55,全 部
Wenzhou-Liu-2007-201-97-1,,Wenzhou,Liu-2007-201-97,jy³⁴¹⁻²⁴ bu²⁴⁻²²,jy³⁴¹⁻²⁴ bu²⁴⁻²²,j y ³⁴¹ + b u ²⁴,copula-compound,Liu2007,,,,,i n t + i n t,complete/全 part/部,54 55,全 部
Changsha-Liu-2007-201-97-1,,Changsha,Liu-2007-201-97,tɕʰyẽ¹³ pu¹¹,tɕʰyẽ¹³ pu¹¹,tɕʰ ɥ ẽ ¹³ + p u ¹¹,,Liu2007,,,,,i m n t + i n t,complete/全 part/部,54 55,全 部
Loudi-Liu-2007-201-97-1,,Loudi,Liu-2007-201-97,dzuĩ¹³ bu¹¹,dzuĩ¹³ bu¹¹,dz w ĩ ¹³ + b u ¹¹,,Liu2007,,,,,i m n t + i n t,complete/全 part/部,54 55,全 部
Nanchang-Liu-2007-201-97-1,,Nanchang,Liu-2007-201-97,tɕʰyon²⁴ pu⁰,tɕʰyon²⁴ pu⁰,tɕʰ ɥ o n ²⁴ + p u ⁰,copula-compound,Liu2007,,,,,i m n c t + i n t,complete/全 part/部,54 55,全 部
Meixian-Liu-2007-201-97-1,,Meixian,Liu-2007-201-97,tɕʰien¹¹ pʰu⁵³,tɕʰien¹¹ pʰu⁵³,tɕʰ j e n ¹¹ + pʰ u ⁵³,copula-compound,Liu2007,,,,,i m n c t + i n t,complete/全 part/部,54 55,全 部
Guilin-Liu-2007-201-97-1,,Guilin,Liu-2007-201-97,tɕyã²² pu²¹,tɕyã²² pu²¹,tɕ ɥ ã ²² + p u ²¹,copula-compound,Liu2007,,,,,i m n t + i n t,complete/全 part/部,54 55,全 部
Guangzhou-Liu-2007-201-97-1,,Guangzhou,Liu-2007-201-97,tsʰyn²¹ pou²²,tsʰyn²¹ pou²²,tsʰ y n ²¹ + p ou ²²,copula-compound,Liu2007,,,,,i n c t + i n t,complete/全 part/部,54 55,全 部
Fuzhou-Liu-2007-201-97-1,,Fuzhou,Liu-2007-201-97,ko²¹²⁻²¹ louŋ⁵³⁻²¹ ŋa²⁴²,ko²¹²⁻²¹ louŋ⁵³⁻²¹ ŋa²⁴²,k o ²¹² + l ou ŋ ⁵³ + ŋ a ²⁴²,囫囵下. copula-compound-modified,Liu2007,,,,,i n t + i n c t + i n t,-piece:CLS/個 all/郎 _descend/下,56 467 58,個 郎 下
Xiamen-Liu-2007-201-97-1,,Xiamen,Liu-2007-201-97,tsuan²⁴⁻²² pɔ²²,tsuan²⁴⁻²² pɔ²²,ts w a n ²⁴ + p ɔ ²²,copula-compound,Liu2007,,,,,i m n c t + i n t,complete/全 part/部,54 55,全 部
Beijing-Liu-2007-201-98-1,,Beijing,Liu-2007-201-98,ʐɤ⁵¹,ʐɤ⁵¹,ʐ ɤ ⁵¹,,Liu2007,,,,,i n t,hot/熱,59,熱
Haerbin-Liu-2007-201-98-1,,Haerbin,Liu-2007-201-98,ʐy⁵³,ʐy⁵³,ʐ y ⁵³,,Liu2007,,,,,i n t,hot/熱,59,熱
Jinan-Liu-2007-201-98-1,,Jinan,Liu-2007-201-98,ʐy³¹,ʐy³¹,ʐ y ³¹,,Liu2007,,,,,i n t,hot/熱,59,熱
Rongcheng-Liu-2007-201-98-1,,Rongcheng,Liu-2007-201-98,iɛ²¹⁴,iɛ²¹⁴,j ɛ ²¹⁴,,Liu2007,,,,,m n t,hot/熱,59,熱
Taiyuan-Liu-2007-201-98-1,,Taiyuan,Liu-2007-201-98,zəʔ²,zəʔ²,z ə ʔ ²,,Liu2007,,,,,i n c t,hot/熱,59,熱
XiAn-Liu-2007-201-98-1,,XiAn,Liu-2007-201-98,ʐɤ²¹,ʐɤ²¹,ʐ ɤ ²¹,,Liu2007,,,,,i n t,hot/熱,59,熱
Chengdu-Liu-2007-201-98-1,,Chengdu,Liu-2007-201-98,ze²¹,ze²¹,z e ²¹,,Liu2007,,,,,i n t,hot/熱,59,熱
Nanjing-Liu-2007-201-98-1,,Nanjing,Liu-2007-201-98,ʐeʔ⁵,ʐeʔ⁵,ʐ e ʔ ⁵,,Liu2007,,,,,i n c t,hot/熱,59,熱
Jixi-Liu-2007-201-98-1,,Jixi,Liu-2007-201-98,ȵiaʔ³²*,ȵiaʔ³²*,ɲ j a ʔ ³²,,Liu2007,,,,,i m n c t,hot/熱,59,熱
Suzhou-Liu-2007-201-98-1,,Suzhou,Liu-2007-201-98,ȵiɛʔ²³*,ȵiɛʔ²³*,ɲ j ɛ ʔ ²³,,Liu2007,,,,,i m n c t,hot/熱,59,熱
Wenzhou-Liu-2007-201-98-1,,Wenzhou,Liu-2007-201-98,ȵi²¹,ȵi²¹,ɲ i ²¹,,Liu2007,,,,,i n t,hot/熱,59,熱
Changsha-Liu-2007-201-98-1,,Changsha,Liu-2007-201-98,ye²⁴,ye²⁴,ɥ e ²⁴,,Liu2007,,,,,m n t,hot/熱,59,熱
Loudi-Liu-2007-201-98-1,,Loudi,Liu-2007-201-98,ie¹³,ie¹³,j e ¹³,,Liu2007,,,,,m n t,hot/熱,59,熱
Nanchang-Liu-2007-201-98-1,,Nanchang,Liu-2007-201-98,lɛt⁵,lɛt⁵,l ɛ t ⁵,,Liu2007,,,,,i n c t,hot/熱,59,熱
Meixian-Liu-2007-201-98-1,,Meixian,Liu-2007-201-98,sau³³,sau³³,s au ³³,probably not rè,Liu2007,,,,,i n t,hot/熱,59,熱
Guilin-Liu-2007-201-98-1,,Guilin,Liu-2007-201-98,lie⁵⁵,lie⁵⁵,l j e ⁵⁵,,Liu2007,,,,,i m n t,hot/熱,59,熱
Guangzhou-Liu-2007-201-98-1,,Guangzhou,Liu-2007-201-98,it²,it²,i t ²,,Liu2007,,,,,n c t,hot/熱,59,熱
Fuzhou-Liu-2007-201-98-1,,Fuzhou,Liu-2007-201-98,ieʔ⁵,ieʔ⁵,j e ʔ ⁵,,Liu2007,,,,,m n c t,hot/熱,59,熱
Xiamen-Liu-2007-201-98-1,,Xiamen,Liu-2007-201-98,liat⁵,liat⁵,l j a t ⁵,,Liu2007,,,,,i m n c t,hot/熱,59,熱
Beijing-Liu-2007-201-99-1,,Beijing,Liu-2007-201-99,ʐən³⁵,ʐən³⁵,ʐ ə n ³⁵,,Liu2007,,,,,i n c t,person/人,38,人
Haerbin-Liu-2007-201-99-1,,Haerbin,Liu-2007-201-99,in²⁴,in²⁴,i n ²⁴,,Liu2007,,,,,n c t,person/人,38,人
Jinan-Liu-2007-201-99-1,,Jinan,Liu-2007-201-99,ʐẽ⁵³,ʐẽ⁵³,ʐ ẽ ⁵³,,Liu2007,,,,,i n t,person/人,38,人
Rongcheng-Liu-2007-201-99-1,,Rongcheng,Liu-2007-201-99,in⁵²,in⁵²,i n ⁵²,,Liu2007,,,,,n c t,person/人,38,人
Taiyuan-Liu-2007-201-99-1,,Taiyuan,Liu-2007-201-99,zəŋ²¹,zəŋ²¹,z ə ŋ ²¹,,Liu2007,,,,,i n c t,person/人,38,人
XiAn-Liu-2007-201-99-1,,XiAn,Liu-2007-201-99,ʐẽ²⁴,ʐẽ²⁴,ʐ ẽ ²⁴,,Liu2007,,,,,i n t,person/人,38,人
Chengdu-Liu-2007-201-99-1,,Chengdu,Liu-2007-201-99,zən²¹,zən²¹,z ə n ²¹,,Liu2007,,,,,i n c t,person/人,38,人
Nanjing-Liu-2007-201-99-1,,Nanjing,Liu-2007-201-99,ʐɛn¹³,ʐɛn¹³,ʐ ɛ n ¹³,,Liu2007,,,,,i n c t,person/人,38,人
Jixi-Liu-2007-201-99-1,,Jixi,Liu-2007-201-99,iɑ̃⁴⁴,iɑ̃⁴⁴,j ɑ̃ ⁴⁴,,Liu2007,,,,,m n t,person/人,38,人
Suzhou-Liu-2007-201-99-1,,Suzhou,Liu-2007-201-99,ȵin¹³,ȵin¹³,ɲ i n ¹³,,Liu2007,,,,,i n c t,person/人,38,人
Wenzhou-Liu-2007-201-99-1,,Wenzhou,Liu-2007-201-99,naŋ³⁴¹,naŋ³⁴¹,n a ŋ ³⁴¹,,Liu2007,,,,,i n c t,person/人,38,人
Changsha-Liu-2007-201-99-1,,Changsha,Liu-2007-201-99,ʐən¹³,ʐən¹³,ʐ ə n ¹³,,Liu2007,,,,,i n c t,person/人,38,人
Loudi-Liu-2007-201-99-1,,Loudi,Liu-2007-201-99,nin¹³,nin¹³,n i n ¹³,,Liu2007,,,,,i n c t,person/人,38,人
Nanchang-Liu-2007-201-99-1,,Nanchang,Liu-2007-201-99,lɨn⁴⁵,lɨn⁴⁵,l ɨ n ⁴⁵,,Liu2007,,,,,i n c t,person/人,38,人
Meixian-Liu-2007-201-99-1,,Meixian,Liu-2007-201-99,ŋin¹¹,ŋin¹¹,ŋ i n ¹¹,,Liu2007,,,,,i n c t,person/人,38,人
Guilin-Liu-2007-201-99-1,,Guilin,Liu-2007-201-99,liŋ²²,liŋ²²,l i ŋ ²²,,Liu2007,,,,,i n c t,person/人,38,人
Guangzhou-Liu-2007-201-99-1,,Guangzhou,Liu-2007-201-99,iɐn²¹,iɐn²¹,j ɐ n ²¹,,Liu2007,,,,,i n c t,person/人,38,人
Fuzhou-Liu-2007-201-99-1,,Fuzhou,Liu-2007-201-99,nøyŋ⁵³,nøyŋ⁵³,n øy ŋ ⁵³,,Liu2007,,,,,i n c t,person/人,38,人
Xiamen-Liu-2007-201-99-1,,Xiamen,Liu-2007-201-99,laŋ²⁴,laŋ²⁴,l a ŋ ²⁴,,Liu2007,,,,,i n c t,person/人,38,人
Beijing-Liu-2007-201-100-1,,Beijing,Liu-2007-201-100,ʐəŋ⁵⁵,ʐəŋ⁵⁵,ʐ ə ŋ ⁵⁵,,Liu2007,,,,,i n c t,throw/仍,60,仍
Haerbin-Liu-2007-201-100-1,,Haerbin,Liu-2007-201-100,ʐəŋ⁴⁴,ʐəŋ⁴⁴,ʐ ə ŋ ⁴⁴,,Liu2007,,,,,i n c t,throw/仍,60,仍
Jinan-Liu-2007-201-100-1,,Jinan,Liu-2007-201-100,ləŋ²¹⁴,ləŋ²¹⁴,l ə ŋ ²¹⁴,,Liu2007,,,,,i n c t,throw/仍,60,仍
Rongcheng-Liu-2007-201-100-1,,Rongcheng,Liu-2007-201-100,liau³³⁴,liau³³⁴,l j au ³³⁴,,Liu2007,,,,,i m n t,throw/撂,61,撂
Taiyuan-Liu-2007-201-100-1,,Taiyuan,Liu-2007-201-100,zəŋ⁵³,zəŋ⁵³,z ə ŋ ⁵³,,Liu2007,,,,,i n c t,throw/仍,60,仍
XiAn-Liu-2007-201-100-1,,XiAn,Liu-2007-201-100,liɑu⁴⁴,liɑu⁴⁴,l j ɑu ⁴⁴,,Liu2007,,,,,i m n t,throw/撂,61,撂
Chengdu-Liu-2007-201-100-1,,Chengdu,Liu-2007-201-100,zən⁴⁵,zən⁴⁵,z ə n ⁴⁵,,Liu2007,,,,,i n c t,throw/仍,60,仍
Chengdu-Liu-2007-201-100-2,,Chengdu,Liu-2007-201-100,suai⁵³,suai⁵³,s w ai ⁵³,!i,Liu2007,,,,,i m n t,throw/甩,62,甩
Nanjing-Liu-2007-201-100-1,,Nanjing,Liu-2007-201-100,suə³¹,suə³¹,s w ə ³¹,,Liu2007,,,,,i m n t,throw/摔,63,摔
Jixi-Liu-2007-201-100-1,,Jixi,Liu-2007-201-100,pʰɤ⁵⁵,pʰɤ⁵⁵,pʰ ɤ ⁵⁵,,Liu2007,,,,,i n t,throw/拋,64,拋
Suzhou-Liu-2007-201-100-1,,Suzhou,Liu-2007-201-100,toʔ⁴,toʔ⁴,t o ʔ ⁴,,Liu2007,,,,,i n c t,throw/?,65,?
Wenzhou-Liu-2007-201-100-1,,Wenzhou,Liu-2007-201-100,ga²²,ga²²,g a ²²,,Liu2007,,,,,i n t,throw/掼,68,掼
Changsha-Liu-2007-201-100-1,,Changsha,Liu-2007-201-100,ʐən¹³,ʐən¹³,ʐ ə n ¹³,!b,Liu2007,,,,,i n c t,throw/仍,60,仍
Changsha-Liu-2007-201-100-2,,Changsha,Liu-2007-201-100,ɕuai⁴¹,ɕuai⁴¹,ɕ w ai ⁴¹,,Liu2007,,,,,i m n t,throw/甩,62,甩
Loudi-Liu-2007-201-100-1,,Loudi,Liu-2007-201-100,liɤ¹¹,liɤ¹¹,l j ɤ ¹¹,,Liu2007,,,,,i m n t,throw/撂,61,撂
Loudi-Liu-2007-201-100-2,,Loudi,Liu-2007-201-100,iɔ³⁵,iɔ³⁵,j ɔ ³⁵,!i,Liu2007,,,,,m n t,throw/?,765,囗
Nanchang-Liu-2007-201-100-1,,Nanchang,Liu-2007-201-100,lɨn²¹,lɨn²¹,l ɨ n ²¹,!i,Liu2007,,,,,i n c t,throw/仍,60,仍
Nanchang-Liu-2007-201-100-2,,Nanchang,Liu-2007-201-100,tiu⁴²,tiu⁴²,t j u ⁴²,,Liu2007,,,,,i m n t,drow/丟,69,丟
Meixian-Liu-2007-201-100-1,,Meixian,Liu-2007-201-100,tiu³³,tiu³³,t j u ³³,,Liu2007,,,,,i m n t,drow/丟,69,丟
Guilin-Liu-2007-201-100-1,,Guilin,Liu-2007-201-100,tiou⁴²,tiou⁴²,t j ou ⁴²,,Liu2007,,,,,i m n t,drow/丟,69,丟
Guangzhou-Liu-2007-201-100-1,,Guangzhou,Liu-2007-201-100,tiu⁵⁵,tiu⁵⁵,t j u ⁵⁵,,Liu2007,,,,,i m n t,drow/丟,69,丟
Fuzhou-Liu-2007-201-100-1,,Fuzhou,Liu-2007-201-100,lieu⁵⁵,lieu⁵⁵,l j eu ⁵⁵,!i,Liu2007,,,,,i m n t,drow/丟,69,丟
Fuzhou-Liu-2007-201-100-2,,Fuzhou,Liu-2007-201-100,kœʔ⁵,kœʔ⁵,k œ ʔ ⁵,!i 抾,Liu2007,,,,,i n c t,throw/?,764,囗
Fuzhou-Liu-2007-201-100-3,,Fuzhou,Liu-2007-201-100,kʰœ³²,kʰœ³²,kʰ œ ³²,,Liu2007,,,,,i n t,throw/抾,70,抾
Xiamen-Liu-2007-201-100-1,,Xiamen,Liu-2007-201-100,liŋ⁵⁵,liŋ⁵⁵,l i ŋ ⁵⁵,,Liu2007,,,,,i n c t,throw/仍,60,仍
Beijing-Liu-2007-201-1-1,,Beijing,Liu-2007-201-1,pɛ³⁵,pɛ³⁵,p ɛ ³⁵,This word can also be a noun. But it is a adj. in this lexical data,Liu2007,,,,,i n t,white/白,71,白
Haerbin-Liu-2007-201-1-1,,Haerbin,Liu-2007-201-1,pai²⁴,pai²⁴,p ai ²⁴,,Liu2007,,,,,i n t,white/白,71,白
Jinan-Liu-2007-201-1-1,,Jinan,Liu-2007-201-1,pei⁵³,pei⁵³,p ei ⁵³,,Liu2007,,,,,i n t,white/白,71,白
Rongcheng-Liu-2007-201-1-1,,Rongcheng,Liu-2007-201-1,pɛ³³⁴,pɛ³³⁴,p ɛ ³³⁴,,Liu2007,,,,,i n t,white/白,71,白
Taiyuan-Liu-2007-201-1-1,,Taiyuan,Liu-2007-201-1,pai²¹,pai²¹,p ai ²¹,,Liu2007,,,,,i n t,white/白,71,白
Taiyuan-Liu-2007-201-1-2,,Taiyuan,Liu-2007-201-1,piə⁵⁴*,piə⁵⁴*,p j ə ⁵⁴,,Liu2007,,,,,i m n t,white/白,71,白
XiAn-Liu-2007-201-1-1,,XiAn,Liu-2007-201-1,pei²⁴,pei²⁴,p ei ²⁴,,Liu2007,,,,,i n t,white/白,71,白
Chengdu-Liu-2007-201-1-1,,Chengdu,Liu-2007-201-1,pe²¹,pe²¹,p e ²¹,,Liu2007,,,,,i n t,white/白,71,白
Nanjing-Liu-2007-201-1-1,,Nanjing,Liu-2007-201-1,pəʔ⁵,pəʔ⁵,p ə ʔ ⁵,,Liu2007,,,,,i n c t,white/白,71,白
Jixi-Liu-2007-201-1-1,,Jixi,Liu-2007-201-1,pʰaʔ³²*,pʰaʔ³²*,pʰ a ʔ ³²,,Liu2007,,,,,i n c t,white/白,71,白
Suzhou-Liu-2007-201-1-1,,Suzhou,Liu-2007-201-1,bɑʔ²³*,bɑʔ²³*,b ɑ ʔ ²³,,Liu2007,,,,,i n c t,white/白,71,白
Wenzhou-Liu-2007-201-1-1,,Wenzhou,Liu-2007-201-1,ba²¹,ba²¹,b a ²¹,,Liu2007,,,,,i n t,white/白,71,白
Changsha-Liu-2007-201-1-1,,Changsha,Liu-2007-201-1,pə²⁴,pə²⁴,p ə ²⁴,,Liu2007,,,,,i n t,white/白,71,白
Loudi-Liu-2007-201-1-1,,Loudi,Liu-2007-201-1,pʰɔ³⁵,pʰɔ³⁵,pʰ ɔ ³⁵,,Liu2007,,,,,i n t,white/白,71,白
Nanchang-Liu-2007-201-1-1,,Nanchang,Liu-2007-201-1,pʰaʔ⁵,pʰaʔ⁵,pʰ a ʔ ⁵,,Liu2007,,,,,i n c t,white/白,71,白
Meixian-Liu-2007-201-1-1,,Meixian,Liu-2007-201-1,pʰak⁵,pʰak⁵,pʰ a k ⁵,,Liu2007,,,,,i n c t,white/白,71,白
Guilin-Liu-2007-201-1-1,,Guilin,Liu-2007-201-1,piᴀ²²,piᴀ²²,p j a̠ ²²,,Liu2007,,,,,i m n t,white/白,71,白
Guangzhou-Liu-2007-201-1-1,,Guangzhou,Liu-2007-201-1,pak²,pak²,p a k ²,,Liu2007,,,,,i n c t,white/白,71,白
